Transaction_ID,Book_Title,Author,Genre,ISBN,Publisher,Publication_Year,Language,Pages,Available_Copies,Total_Copies,User_ID,User_Name,Borrowing_Duration_Days,Date,Status
565,Artificial Intelligence Basics,Abraham Silberschatz,AI,9780512511749,MIT Press,2023,English,1099,5,12,M200,Member_48,2025-01-09,2025-01-24,Returned
566,Web Development with Django,Alan Beaulieu,Database,9780785727369,Pearson,2020,English,483,5,12,M561,Member_437,2025-01-23,2025-02-07,Returned
567,Data Science Handbook,Andrew Ng,AI,9780513626243,Wiley,2021,English,320,1,12,M976,Member_479,2025-02-03,2025-02-18,Issued
568,Excel for Data Analysis,John Smith,Programming,9780811324256,Microsoft Press,2015,English,1025,4,15,M757,Member_263,2025-02-25,2025-03-12,Returned
569,Data Science Handbook,Abraham Silberschatz,Algorithms,9780835578215,Wiley,2016,English,559,9,7,M516,Member_32,2025-01-05,2025-01-20,Issued
570,Python Programming,Stuart Russell,AI,9780723194935,OReilly,2015,English,517,5,12,M862,Member_309,2025-02-10,2025-02-25,Returned
571,Python Programming,Ian Goodfellow,Web,9780477002295,Wiley,2017,English,223,6,14,M716,Member_181,2025-02-03,2025-02-18,Issued
572,Web Development with Django,Thomas H. Cormen,AI,9780319669476,Microsoft Press,2021,English,785,0,12,M220,Member_345,2025-01-22,2025-02-06,Returned
573,Machine Learning Guide,Alan Beaulieu,Programming,9780273201439,OReilly,2021,English,814,8,7,M942,Member_226,2025-01-08,2025-01-23,Returned
574,Introduction to Algorithms,Jake VanderPlas,Database,9780484708186,OReilly,2024,English,409,2,12,M425,Member_303,2025-01-24,2025-02-08,Issued
575,Python Programming,Alan Beaulieu,Programming,9780115043511,Microsoft Press,2019,English,530,5,15,M150,Member_271,2025-02-09,2025-02-24,Issued
576,Machine Learning Guide,William Vincent,Database,9780695519135,Microsoft Press,2021,English,637,7,14,M736,Member_188,2025-02-14,2025-03-01,Issued
577,SQL for Beginners,Jake VanderPlas,Programming,9780148000940,Microsoft Press,2018,English,545,7,5,M369,Member_67,2025-02-14,2025-03-01,Returned
578,SQL for Beginners,William Vincent,Programming,9780345052850,MIT Press,2022,English,604,8,9,M660,Member_56,2025-01-21,2025-02-05,Issued
579,Web Development with Django,Andrew Ng,Web,9780653934276,Pearson,2016,English,1050,7,12,M935,Member_41,2025-01-07,2025-01-22,Returned
580,Artificial Intelligence Basics,William Vincent,Web,9780868658807,Pearson,2015,English,466,8,10,M854,Member_302,2025-02-26,2025-03-13,Returned
581,Machine Learning Guide,William Vincent,Algorithms,9780514167086,OReilly,2022,English,1012,3,12,M929,Member_297,2025-01-07,2025-01-22,Issued
582,Python Programming,Andrew Ng,Algorithms,9780401851229,OReilly,2016,English,734,1,6,M328,Member_311,2025-02-18,2025-03-05,Issued
583,Web Development with Django,Abraham Silberschatz,Web,9780584790317,MIT Press,2021,English,563,6,12,M250,Member_448,2025-01-21,2025-02-05,Returned
584,Artificial Intelligence Basics,Thomas H. Cormen,Database,9780489451938,Wiley,2024,English,381,4,11,M285,Member_392,2025-02-09,2025-02-24,Returned
585,Web Development with Django,William Vincent,Data Science,9780140017824,OReilly,2015,English,1064,9,8,M852,Member_311,2025-01-27,2025-02-11,Returned
586,Operating System Concepts,Jake VanderPlas,Programming,9780680438299,Pearson,2022,English,946,6,14,M272,Member_373,2025-01-19,2025-02-03,Issued
587,Web Development with Django,William Vincent,Data Science,9780149342767,Pearson,2018,English,363,8,8,M653,Member_271,2025-02-15,2025-03-02,Returned
588,Data Science Handbook,John Smith,Database,9780781819499,OReilly,2024,English,217,3,12,M485,Member_345,2025-02-18,2025-03-05,Issued
589,Introduction to Algorithms,Jake VanderPlas,Data Science,9780378866903,Wiley,2024,English,357,7,13,M361,Member_118,2025-01-16,2025-01-31,Issued
590,Introduction to Algorithms,Jake VanderPlas,Web,9780848017213,MIT Press,2018,English,866,8,11,M215,Member_234,2025-02-28,2025-03-15,Returned
591,Deep Learning Basics,Wayne Winston,Web,9780768720193,Wiley,2016,English,1137,7,9,M953,Member_418,2025-01-24,2025-02-08,Returned
592,Machine Learning Guide,Stuart Russell,Web,9780217484794,OReilly,2017,English,619,10,8,M162,Member_405,2025-01-22,2025-02-06,Returned
593,Deep Learning Basics,Abraham Silberschatz,AI,9780268061444,Pearson,2018,English,759,6,11,M185,Member_344,2025-02-14,2025-03-01,Returned
594,Introduction to Algorithms,Alan Beaulieu,Database,9780671341072,Pearson,2023,English,745,1,15,M506,Member_38,2025-02-12,2025-02-27,Returned
595,Deep Learning Basics,Thomas H. Cormen,AI,9780650291209,Microsoft Press,2021,English,643,4,14,M622,Member_387,2025-01-31,2025-02-15,Returned
596,Deep Learning Basics,Thomas H. Cormen,AI,9780801802077,MIT Press,2016,English,639,3,11,M224,Member_133,2025-02-17,2025-03-04,Returned
597,Python Programming,Stuart Russell,Web,9780323511858,MIT Press,2021,English,871,4,15,M232,Member_483,2025-01-03,2025-01-18,Issued
598,Web Development with Django,Abraham Silberschatz,Programming,9780313095235,MIT Press,2021,English,505,1,9,M884,Member_466,2025-01-10,2025-01-25,Issued
599,Python Programming,John Smith,Web,9780732587435,Wiley,2024,English,770,5,13,M561,Member_105,2025-02-16,2025-03-03,Issued
600,Excel for Data Analysis,William Vincent,AI,9780440129262,OReilly,2018,English,789,2,13,M677,Member_301,2025-03-01,2025-03-16,Issued
601,Excel for Data Analysis,John Smith,Web,9780893463091,OReilly,2017,English,646,10,11,M354,Member_371,2025-01-20,2025-02-04,Returned
602,Excel for Data Analysis,William Vincent,Data Science,9780771972533,MIT Press,2020,English,209,0,8,M800,Member_238,2025-02-21,2025-03-08,Returned
603,Machine Learning Guide,Stuart Russell,Web,9780939377234,Wiley,2023,English,275,9,12,M693,Member_323,2025-01-06,2025-01-21,Returned
604,Introduction to Algorithms,Ian Goodfellow,AI,9780410440149,Pearson,2020,English,584,7,5,M570,Member_25,2025-03-02,2025-03-17,Returned
605,Introduction to Algorithms,Andrew Ng,AI,9780367577500,MIT Press,2023,English,242,2,6,M922,Member_280,2025-01-19,2025-02-03,Returned
606,Artificial Intelligence Basics,Wayne Winston,Database,9780283056176,MIT Press,2023,English,488,10,8,M349,Member_248,2025-02-13,2025-02-28,Returned
607,Introduction to Algorithms,John Smith,Programming,9780320441980,MIT Press,2024,English,1029,5,12,M366,Member_81,2025-02-15,2025-03-02,Returned
608,Artificial Intelligence Basics,William Vincent,Web,9780148193246,Wiley,2017,English,338,0,13,M758,Member_203,2025-01-07,2025-01-22,Returned
609,SQL for Beginners,William Vincent,AI,9780705430024,OReilly,2023,English,682,10,8,M737,Member_360,2025-02-15,2025-03-02,Issued
610,Operating System Concepts,Stuart Russell,Database,9780499960989,Wiley,2023,English,865,0,9,M711,Member_116,2025-01-11,2025-01-26,Returned
611,Web Development with Django,Abraham Silberschatz,Data Science,9780155199644,Microsoft Press,2016,English,328,7,10,M666,Member_342,2025-02-13,2025-02-28,Issued
612,Artificial Intelligence Basics,Stuart Russell,Web,9780702802026,MIT Press,2017,English,350,10,15,M858,Member_158,2025-01-17,2025-02-01,Returned
613,Python Programming,Alan Beaulieu,Data Science,9780524541294,Wiley,2024,English,651,2,11,M452,Member_136,2025-02-15,2025-03-02,Returned
614,SQL for Beginners,Abraham Silberschatz,Programming,9780486313313,MIT Press,2020,English,458,1,9,M204,Member_468,2025-03-02,2025-03-17,Issued
615,Machine Learning Guide,Thomas H. Cormen,Database,9780428342759,Pearson,2022,English,1055,4,11,M752,Member_148,2025-01-04,2025-01-19,Issued
616,Operating System Concepts,William Vincent,Data Science,9780286102859,OReilly,2016,English,732,3,7,M157,Member_155,2025-02-25,2025-03-12,Issued
617,Introduction to Algorithms,Jake VanderPlas,Programming,9780317960432,OReilly,2017,English,329,8,9,M647,Member_180,2025-01-25,2025-02-09,Issued
618,Web Development with Django,Alan Beaulieu,Programming,9780745509164,Wiley,2024,English,445,2,10,M197,Member_404,2025-02-03,2025-02-18,Returned
619,Artificial Intelligence Basics,William Vincent,AI,9780308880265,Wiley,2021,English,1083,7,12,M438,Member_477,2025-02-25,2025-03-12,Issued
620,SQL for Beginners,Andrew Ng,Database,9780630186875,Wiley,2023,English,238,3,9,M268,Member_221,2025-02-10,2025-02-25,Issued
621,Operating System Concepts,Andrew Ng,AI,9780894695573,OReilly,2022,English,682,10,6,M237,Member_183,2025-03-01,2025-03-16,Returned
622,Web Development with Django,Alan Beaulieu,Algorithms,9780131257778,Wiley,2018,English,926,7,9,M432,Member_232,2025-02-16,2025-03-03,Issued
623,Machine Learning Guide,Stuart Russell,Web,9780927069912,MIT Press,2023,English,1088,0,13,M258,Member_201,2025-01-17,2025-02-01,Issued
624,Artificial Intelligence Basics,John Smith,Web,9780177190032,OReilly,2023,English,943,1,13,M605,Member_33,2025-02-07,2025-02-22,Issued
625,Operating System Concepts,Alan Beaulieu,Algorithms,9780690952678,Wiley,2024,English,864,3,7,M248,Member_259,2025-02-14,2025-03-01,Returned
626,Introduction to Algorithms,Alan Beaulieu,Programming,9780147178792,Pearson,2015,English,447,1,11,M717,Member_97,2025-01-15,2025-01-30,Issued
627,Web Development with Django,John Smith,Web,9780367971791,Pearson,2017,English,629,3,13,M795,Member_461,2025-02-08,2025-02-23,Returned
628,Python Programming,Abraham Silberschatz,Web,9780822505955,OReilly,2020,English,503,10,5,M727,Member_398,2025-01-15,2025-01-30,Issued
629,Introduction to Algorithms,Ian Goodfellow,AI,9780864177741,Wiley,2018,English,478,8,5,M854,Member_332,2025-02-21,2025-03-08,Returned
630,Web Development with Django,Thomas H. Cormen,Database,9780280504526,Wiley,2020,English,378,7,6,M251,Member_332,2025-01-28,2025-02-12,Issued
631,Artificial Intelligence Basics,John Smith,Data Science,9780405383068,Pearson,2019,English,882,0,13,M277,Member_72,2025-02-13,2025-02-28,Returned
632,Artificial Intelligence Basics,William Vincent,Web,9780489176493,Pearson,2021,English,1032,7,9,M196,Member_68,2025-01-26,2025-02-10,Issued
633,Artificial Intelligence Basics,Stuart Russell,Web,9780100096824,Pearson,2021,English,616,6,14,M704,Member_12,2025-01-25,2025-02-09,Issued
634,Artificial Intelligence Basics,Stuart Russell,AI,9780626109223,OReilly,2015,English,608,10,7,M322,Member_369,2025-01-29,2025-02-13,Issued
635,Excel for Data Analysis,Alan Beaulieu,Programming,9780873950557,Wiley,2018,English,300,0,15,M598,Member_260,2025-01-08,2025-01-23,Returned
636,SQL for Beginners,Ian Goodfellow,AI,9780195883218,OReilly,2024,English,1121,7,15,M852,Member_355,2025-01-01,2025-01-16,Issued
637,Web Development with Django,Stuart Russell,Programming,9780116430216,MIT Press,2020,English,547,1,13,M913,Member_138,2025-01-22,2025-02-06,Issued
638,Operating System Concepts,John Smith,Programming,9780603082330,MIT Press,2018,English,396,1,12,M181,Member_198,2025-01-11,2025-01-26,Returned
639,Python Programming,William Vincent,AI,9780461978111,Wiley,2024,English,806,5,8,M223,Member_38,2025-01-10,2025-01-25,Issued
640,SQL for Beginners,Jake VanderPlas,AI,9780221335937,MIT Press,2023,English,1071,10,10,M786,Member_127,2025-01-28,2025-02-12,Issued
641,SQL for Beginners,Wayne Winston,Programming,9780963001853,Microsoft Press,2018,English,794,8,7,M265,Member_276,2025-02-07,2025-02-22,Issued
642,Python Programming,Wayne Winston,Algorithms,9780493568390,Microsoft Press,2023,English,414,10,12,M562,Member_4,2025-01-04,2025-01-19,Issued
643,Data Science Handbook,Andrew Ng,Algorithms,9780482729439,Microsoft Press,2023,English,823,3,13,M779,Member_134,2025-02-28,2025-03-15,Issued
644,Web Development with Django,Andrew Ng,Programming,9780968444800,MIT Press,2021,English,445,5,11,M998,Member_190,2025-02-03,2025-02-18,Returned
645,Artificial Intelligence Basics,John Smith,Data Science,9780527645717,Wiley,2024,English,519,4,14,M557,Member_63,2025-02-10,2025-02-25,Returned
646,Web Development with Django,Alan Beaulieu,Data Science,9780143439277,OReilly,2021,English,892,2,12,M677,Member_226,2025-02-24,2025-03-11,Returned
647,Excel for Data Analysis,Ian Goodfellow,Programming,9780979448353,Pearson,2024,English,419,0,8,M131,Member_380,2025-02-05,2025-02-20,Issued
648,Artificial Intelligence Basics,Alan Beaulieu,Programming,9780372980905,MIT Press,2017,English,709,9,14,M136,Member_58,2025-01-05,2025-01-20,Returned
649,Deep Learning Basics,Thomas H. Cormen,Algorithms,9780305275364,Microsoft Press,2021,English,725,2,14,M788,Member_313,2025-01-09,2025-01-24,Issued
650,Excel for Data Analysis,Alan Beaulieu,AI,9780153790013,MIT Press,2017,English,978,3,12,M315,Member_217,2025-02-28,2025-03-15,Issued
651,Introduction to Algorithms,Abraham Silberschatz,AI,9780479884383,Wiley,2016,English,692,6,7,M139,Member_400,2025-02-06,2025-02-21,Returned
652,Artificial Intelligence Basics,Andrew Ng,Algorithms,9780341349722,Pearson,2017,English,487,2,12,M932,Member_154,2025-02-22,2025-03-09,Returned
653,Web Development with Django,Jake VanderPlas,Algorithms,9780134713847,OReilly,2019,English,616,9,14,M988,Member_153,2025-01-31,2025-02-15,Returned
654,SQL for Beginners,Ian Goodfellow,AI,9780339929071,Pearson,2016,English,795,5,5,M426,Member_489,2025-01-10,2025-01-25,Returned
655,Introduction to Algorithms,Wayne Winston,Database,9780725825057,Pearson,2019,English,1093,2,15,M805,Member_433,2025-02-09,2025-02-24,Issued
656,Data Science Handbook,Wayne Winston,Data Science,9780928800271,MIT Press,2017,English,538,2,6,M195,Member_438,2025-02-18,2025-03-05,Issued
657,Web Development with Django,John Smith,AI,9780386341979,MIT Press,2023,English,758,10,11,M542,Member_85,2025-01-20,2025-02-04,Issued
658,Operating System Concepts,Abraham Silberschatz,Data Science,9780523269071,OReilly,2015,English,632,8,15,M414,Member_112,2025-02-11,2025-02-26,Issued
659,Excel for Data Analysis,Thomas H. Cormen,Web,9780453317700,Wiley,2022,English,851,1,10,M671,Member_495,2025-01-09,2025-01-24,Returned
660,Machine Learning Guide,Wayne Winston,Web,9780811960475,MIT Press,2021,English,1151,3,11,M415,Member_315,2025-02-28,2025-03-15,Returned
661,Python Programming,John Smith,Web,9780577319340,Microsoft Press,2018,English,775,10,10,M502,Member_23,2025-01-23,2025-02-07,Issued
662,Introduction to Algorithms,Thomas H. Cormen,Data Science,9780172650349,Pearson,2017,English,1186,5,8,M828,Member_434,2025-02-19,2025-03-06,Issued
663,Python Programming,Andrew Ng,Database,9780552485446,Microsoft Press,2019,English,905,7,14,M293,Member_33,2025-02-07,2025-02-22,Returned
664,Data Science Handbook,Alan Beaulieu,AI,9780859122022,OReilly,2019,English,610,2,14,M464,Member_226,2025-01-22,2025-02-06,Returned
665,Machine Learning Guide,Ian Goodfellow,Programming,9780251915225,Microsoft Press,2018,English,814,0,9,M850,Member_187,2025-02-09,2025-02-24,Returned
666,Data Science Handbook,Andrew Ng,Web,9780729382207,OReilly,2024,English,718,2,9,M736,Member_33,2025-02-19,2025-03-06,Issued
667,Introduction to Algorithms,Thomas H. Cormen,AI,9780528767916,Pearson,2015,English,274,8,7,M577,Member_342,2025-01-09,2025-01-24,Issued
668,Data Science Handbook,Stuart Russell,Database,9780703126829,Microsoft Press,2019,English,335,8,8,M528,Member_382,2025-02-05,2025-02-20,Issued
669,Excel for Data Analysis,Thomas H. Cormen,AI,9780337074412,Microsoft Press,2022,English,803,5,15,M422,Member_277,2025-01-29,2025-02-13,Returned
670,Operating System Concepts,Ian Goodfellow,Web,9780787240908,OReilly,2023,English,287,0,13,M625,Member_16,2025-01-31,2025-02-15,Returned
671,Excel for Data Analysis,Alan Beaulieu,Web,9780175372662,OReilly,2016,English,1000,0,13,M860,Member_93,2025-01-12,2025-01-27,Returned
672,Artificial Intelligence Basics,Wayne Winston,Programming,9780493589178,Microsoft Press,2022,English,1035,10,12,M996,Member_160,2025-01-17,2025-02-01,Issued
673,Machine Learning Guide,Wayne Winston,Database,9780814752787,OReilly,2016,English,235,3,13,M817,Member_468,2025-02-23,2025-03-10,Issued
674,Excel for Data Analysis,Stuart Russell,Algorithms,9780132337292,MIT Press,2023,English,994,0,15,M761,Member_342,2025-01-24,2025-02-08,Issued
675,Operating System Concepts,Wayne Winston,Web,9780477987064,OReilly,2017,English,813,2,14,M516,Member_20,2025-02-22,2025-03-09,Returned
676,SQL for Beginners,Thomas H. Cormen,Database,9780633921200,Microsoft Press,2017,English,796,1,12,M979,Member_401,2025-01-04,2025-01-19,Returned
677,SQL for Beginners,Jake VanderPlas,Data Science,9780851203913,Microsoft Press,2024,English,660,0,11,M778,Member_421,2025-03-01,2025-03-16,Returned
678,Operating System Concepts,Thomas H. Cormen,Data Science,9780963943578,MIT Press,2015,English,359,9,6,M550,Member_135,2025-01-12,2025-01-27,Returned
679,Introduction to Algorithms,Andrew Ng,Programming,9780773440341,OReilly,2024,English,855,5,7,M955,Member_190,2025-02-05,2025-02-20,Issued
680,Excel for Data Analysis,Thomas H. Cormen,AI,9780259337228,MIT Press,2020,English,872,4,14,M820,Member_483,2025-01-18,2025-02-02,Returned
681,Artificial Intelligence Basics,Abraham Silberschatz,Data Science,9780172121338,Pearson,2021,English,884,6,13,M232,Member_236,2025-02-09,2025-02-24,Issued
682,SQL for Beginners,Thomas H. Cormen,Algorithms,9780420678643,OReilly,2023,English,844,6,11,M917,Member_129,2025-02-27,2025-03-14,Returned
683,Operating System Concepts,William Vincent,Data Science,9780549218497,Wiley,2019,English,335,3,6,M820,Member_195,2025-01-29,2025-02-13,Issued
684,SQL for Beginners,Andrew Ng,Data Science,9780555174911,Microsoft Press,2020,English,1055,1,7,M946,Member_246,2025-01-14,2025-01-29,Returned
685,Introduction to Algorithms,Alan Beaulieu,Web,9780449674088,Wiley,2020,English,738,2,11,M392,Member_128,2025-02-01,2025-02-16,Returned
686,Web Development with Django,Thomas H. Cormen,Database,9780121867807,OReilly,2023,English,477,9,8,M995,Member_362,2025-02-08,2025-02-23,Issued
687,Web Development with Django,Andrew Ng,Web,9780809535162,Pearson,2023,English,757,1,13,M691,Member_61,2025-01-23,2025-02-07,Issued
688,Artificial Intelligence Basics,Abraham Silberschatz,Database,9780101626355,OReilly,2023,English,658,10,11,M655,Member_60,2025-02-12,2025-02-27,Returned
689,Excel for Data Analysis,Stuart Russell,Database,9780592167332,Microsoft Press,2016,English,644,6,5,M860,Member_410,2025-02-06,2025-02-21,Issued
690,Data Science Handbook,Thomas H. Cormen,Web,9780773959057,Wiley,2024,English,1080,7,9,M504,Member_298,2025-02-24,2025-03-11,Issued
691,Artificial Intelligence Basics,Stuart Russell,AI,9780474115599,OReilly,2023,English,824,2,13,M401,Member_179,2025-01-06,2025-01-21,Issued
692,Web Development with Django,Alan Beaulieu,Database,9780451947917,Microsoft Press,2023,English,966,8,7,M411,Member_221,2025-01-13,2025-01-28,Issued
693,Introduction to Algorithms,Andrew Ng,AI,9780235576622,OReilly,2016,English,1027,2,8,M624,Member_471,2025-01-07,2025-01-22,Returned
694,Data Science Handbook,Stuart Russell,Programming,9780599293128,MIT Press,2020,English,466,10,12,M361,Member_335,2025-01-03,2025-01-18,Issued
695,Operating System Concepts,Wayne Winston,Database,9780493960056,OReilly,2023,English,439,1,6,M628,Member_202,2025-01-15,2025-01-30,Issued
696,Operating System Concepts,Thomas H. Cormen,Database,9780256869885,MIT Press,2021,English,934,1,6,M738,Member_419,2025-01-22,2025-02-06,Issued
697,Artificial Intelligence Basics,Stuart Russell,Data Science,9780974000228,Pearson,2023,English,1036,1,14,M433,Member_158,2025-02-05,2025-02-20,Issued
698,Web Development with Django,John Smith,Database,9780444819126,Microsoft Press,2023,English,613,9,5,M131,Member_199,2025-02-27,2025-03-14,Issued
699,Operating System Concepts,Stuart Russell,AI,9780197613834,Pearson,2015,English,750,6,9,M238,Member_223,2025-01-01,2025-01-16,Issued
700,Data Science Handbook,John Smith,Database,9780819107809,OReilly,2023,English,262,6,8,M708,Member_428,2025-01-20,2025-02-04,Issued
701,Deep Learning Basics,Stuart Russell,AI,9780875696082,Pearson,2016,English,727,6,13,M471,Member_272,2025-02-01,2025-02-16,Returned
702,Web Development with Django,Ian Goodfellow,Web,9780336055972,Microsoft Press,2020,English,499,1,10,M411,Member_228,2025-01-07,2025-01-22,Issued
703,Python Programming,Jake VanderPlas,Web,9780639106259,MIT Press,2024,English,959,2,13,M892,Member_287,2025-02-26,2025-03-13,Issued
704,Excel for Data Analysis,William Vincent,Data Science,9780545658923,Microsoft Press,2023,English,654,9,11,M127,Member_308,2025-02-18,2025-03-05,Issued
705,Data Science Handbook,Thomas H. Cormen,Data Science,9780919778930,Wiley,2017,English,842,10,12,M154,Member_107,2025-01-16,2025-01-31,Returned
706,Introduction to Algorithms,William Vincent,Programming,9780607099293,Wiley,2022,English,813,6,5,M703,Member_242,2025-02-03,2025-02-18,Returned
707,Operating System Concepts,Wayne Winston,AI,9780953849607,Microsoft Press,2017,English,1044,2,15,M770,Member_169,2025-01-11,2025-01-26,Issued
708,Python Programming,Jake VanderPlas,AI,9780864343940,Wiley,2018,English,851,9,5,M392,Member_338,2025-01-08,2025-01-23,Issued
709,Machine Learning Guide,Stuart Russell,Programming,9780680480051,Pearson,2020,English,779,1,8,M807,Member_389,2025-01-22,2025-02-06,Returned
710,Python Programming,Ian Goodfellow,Programming,9780545682693,Pearson,2017,English,901,10,9,M126,Member_45,2025-01-12,2025-01-27,Returned
711,Deep Learning Basics,Stuart Russell,Algorithms,9780141279501,Pearson,2022,English,507,8,5,M743,Member_229,2025-01-18,2025-02-02,Returned
712,Operating System Concepts,Wayne Winston,Database,9780800145681,Wiley,2023,English,518,0,12,M100,Member_473,2025-03-01,2025-03-16,Issued
713,Web Development with Django,Stuart Russell,AI,9780828997746,Wiley,2022,English,608,8,8,M416,Member_322,2025-02-04,2025-02-19,Issued
714,Python Programming,Thomas H. Cormen,AI,9780348096152,Pearson,2015,English,1144,3,6,M820,Member_186,2025-02-20,2025-03-07,Issued
715,Web Development with Django,Andrew Ng,Programming,9780664771885,MIT Press,2021,English,912,1,9,M357,Member_265,2025-01-04,2025-01-19,Issued
716,Excel for Data Analysis,Wayne Winston,Algorithms,9780133870238,OReilly,2017,English,488,1,13,M854,Member_404,2025-01-18,2025-02-02,Returned
717,Introduction to Algorithms,Jake VanderPlas,Database,9780142714533,MIT Press,2024,English,358,9,9,M869,Member_266,2025-01-24,2025-02-08,Issued
718,Python Programming,Alan Beaulieu,Data Science,9780228680548,Pearson,2024,English,258,4,8,M841,Member_214,2025-01-28,2025-02-12,Issued
719,Artificial Intelligence Basics,Alan Beaulieu,Algorithms,9780350061843,Wiley,2021,English,957,3,15,M269,Member_305,2025-01-10,2025-01-25,Returned
720,Web Development with Django,John Smith,Data Science,9780304318510,Wiley,2016,English,609,7,14,M642,Member_143,2025-02-01,2025-02-16,Returned
721,Machine Learning Guide,John Smith,Algorithms,9780403279905,Pearson,2024,English,903,2,9,M851,Member_230,2025-01-18,2025-02-02,Returned
722,Machine Learning Guide,Ian Goodfellow,Algorithms,9780904028630,MIT Press,2023,English,265,7,5,M680,Member_80,2025-02-08,2025-02-23,Returned
723,Web Development with Django,Wayne Winston,Programming,9780295205137,OReilly,2021,English,655,6,7,M698,Member_452,2025-01-13,2025-01-28,Issued
724,Python Programming,William Vincent,AI,9780363099495,Pearson,2016,English,662,3,11,M453,Member_3,2025-01-27,2025-02-11,Returned
725,Deep Learning Basics,Abraham Silberschatz,Data Science,9780224606541,Microsoft Press,2022,English,287,6,14,M420,Member_88,2025-03-01,2025-03-16,Issued
726,Python Programming,John Smith,AI,9780670811122,Microsoft Press,2023,English,1001,0,10,M871,Member_490,2025-02-11,2025-02-26,Issued
727,Data Science Handbook,John Smith,Algorithms,9780987861180,Microsoft Press,2016,English,892,4,5,M346,Member_303,2025-01-26,2025-02-10,Issued
728,Operating System Concepts,Jake VanderPlas,AI,9780874100204,OReilly,2021,English,927,1,5,M408,Member_360,2025-01-20,2025-02-04,Issued
729,Machine Learning Guide,Thomas H. Cormen,Web,9780668308163,MIT Press,2022,English,1091,9,10,M199,Member_75,2025-03-02,2025-03-17,Returned
730,Introduction to Algorithms,Andrew Ng,Web,9780126655528,OReilly,2018,English,1081,4,10,M256,Member_352,2025-01-04,2025-01-19,Returned
731,Excel for Data Analysis,Thomas H. Cormen,AI,9780554123376,Pearson,2023,English,997,3,7,M318,Member_202,2025-01-19,2025-02-03,Returned
732,Introduction to Algorithms,Wayne Winston,Web,9780548751355,Microsoft Press,2018,English,1102,5,8,M138,Member_329,2025-01-15,2025-01-30,Returned
733,Operating System Concepts,Andrew Ng,Algorithms,9780828574698,OReilly,2023,English,401,0,14,M659,Member_286,2025-02-02,2025-02-17,Issued
734,Deep Learning Basics,William Vincent,Programming,9780608299450,Pearson,2023,English,438,1,12,M308,Member_459,2025-02-03,2025-02-18,Issued
735,Artificial Intelligence Basics,Stuart Russell,Algorithms,9780789221977,MIT Press,2022,English,1126,7,15,M171,Member_269,2025-02-20,2025-03-07,Returned
736,Web Development with Django,Thomas H. Cormen,Web,9780348652446,OReilly,2018,English,414,1,14,M428,Member_388,2025-01-19,2025-02-03,Issued
737,Web Development with Django,Thomas H. Cormen,Web,9780920978103,OReilly,2020,English,206,10,7,M809,Member_89,2025-01-26,2025-02-10,Returned
738,Introduction to Algorithms,Andrew Ng,Algorithms,9780935824683,OReilly,2022,English,284,5,14,M547,Member_100,2025-01-09,2025-01-24,Returned
739,Artificial Intelligence Basics,Alan Beaulieu,Programming,9780156358578,OReilly,2017,English,670,5,5,M786,Member_354,2025-02-14,2025-03-01,Issued
740,Excel for Data Analysis,Alan Beaulieu,Web,9780365028685,MIT Press,2020,English,526,4,10,M671,Member_91,2025-02-21,2025-03-08,Issued
741,Operating System Concepts,Thomas H. Cormen,AI,9780554586785,MIT Press,2021,English,403,1,6,M380,Member_114,2025-02-24,2025-03-11,Returned
742,Machine Learning Guide,Jake VanderPlas,Database,9780516873363,Microsoft Press,2018,English,226,4,11,M811,Member_143,2025-01-04,2025-01-19,Issued
743,Data Science Handbook,Abraham Silberschatz,Algorithms,9780768771486,Pearson,2017,English,293,1,9,M739,Member_394,2025-02-16,2025-03-03,Returned
744,Operating System Concepts,Ian Goodfellow,Programming,9780481110150,Pearson,2021,English,804,5,11,M165,Member_258,2025-02-13,2025-02-28,Returned
745,Machine Learning Guide,Ian Goodfellow,Database,9780160415465,Microsoft Press,2020,English,785,8,9,M146,Member_236,2025-02-23,2025-03-10,Issued
746,SQL for Beginners,John Smith,Algorithms,9780385100377,MIT Press,2022,English,1090,10,11,M581,Member_245,2025-02-21,2025-03-08,Issued
747,Artificial Intelligence Basics,Andrew Ng,Data Science,9780270733753,Wiley,2018,English,593,7,15,M662,Member_222,2025-02-28,2025-03-15,Issued
748,Data Science Handbook,Thomas H. Cormen,Data Science,9780821571552,OReilly,2024,English,1082,5,7,M850,Member_114,2025-01-10,2025-01-25,Issued
749,Python Programming,Jake VanderPlas,AI,9780212940203,Wiley,2018,English,1176,9,5,M666,Member_315,2025-01-31,2025-02-15,Returned
750,Deep Learning Basics,Wayne Winston,Algorithms,9780521968448,Wiley,2016,English,770,0,13,M658,Member_460,2025-01-26,2025-02-10,Issued
751,Introduction to Algorithms,Ian Goodfellow,Algorithms,9780248849285,Pearson,2023,English,677,8,5,M851,Member_325,2025-01-20,2025-02-04,Returned
752,Introduction to Algorithms,Abraham Silberschatz,Web,9780923271695,MIT Press,2015,English,1081,8,11,M786,Member_330,2025-02-23,2025-03-10,Issued
753,Deep Learning Basics,John Smith,Algorithms,9780619914667,Pearson,2022,English,446,5,8,M149,Member_447,2025-02-11,2025-02-26,Issued
754,Machine Learning Guide,Andrew Ng,Programming,9780283159724,OReilly,2017,English,588,9,5,M585,Member_287,2025-02-10,2025-02-25,Returned
